,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges,RiskScore,Engagement
28083,49,1,1,15,5,10,2,12,562,8,0,46.83,15,7.5
28084,21,0,40,21,0,20,2,12,216,4,0,18.0,20,0.5121951219512195
28085,26,1,36,20,3,9,1,3,571,25,0,190.33,12,0.5405405405405406
28086,48,1,51,2,10,19,3,3,817,2,1,272.33,29,0.038461538461538464
28087,31,1,16,11,0,17,3,3,653,27,0,217.67,17,0.6470588235294118
28088,33,1,36,10,5,27,2,12,370,21,1,30.83,32,0.2702702702702703
28089,43,1,9,7,9,18,3,12,672,22,0,56.0,27,0.7
28090,57,1,18,10,0,11,2,3,873,13,0,291.0,11,0.5263157894736842
28091,27,0,51,15,4,16,3,12,349,10,0,29.08,20,0.28846153846153844
28092,36,1,16,3,7,3,3,3,987,26,0,329.0,10,0.17647058823529413
28093,26,1,47,14,0,27,2,12,601,1,0,50.08,27,0.2916666666666667
28094,19,0,8,10,6,28,1,12,844,26,0,70.33,34,1.1111111111111112
28095,33,0,31,27,4,28,1,12,540,5,0,45.0,32,0.84375
28096,31,0,28,14,0,29,2,12,229,15,1,19.08,29,0.4827586206896552
28097,28,0,16,16,6,23,3,12,670,5,0,55.83,29,0.9411764705882353
28098,20,0,20,6,5,26,2,1,547,1,1,547.0,31,0.2857142857142857
28099,59,1,9,21,2,26,1,12,396,16,0,33.0,28,2.1
28100,40,1,21,18,6,11,3,12,110,11,0,9.17,17,0.8181818181818182
28101,58,1,34,22,3,5,3,3,615,7,0,205.0,8,0.6285714285714286
28102,64,0,35,22,6,8,1,1,571,3,0,571.0,14,0.6111111111111112
28103,36,0,60,25,2,30,3,3,468,20,1,156.0,32,0.4098360655737705
28104,46,1,2,1,4,29,2,12,873,2,1,72.75,33,0.3333333333333333
28105,32,1,49,30,9,20,2,1,643,17,1,643.0,29,0.6
28106,35,0,6,9,4,3,2,3,281,30,0,93.67,7,1.2857142857142858
28107,42,0,36,15,4,25,2,12,533,14,0,44.42,29,0.40540540540540543
28108,35,1,59,15,9,29,3,12,330,14,1,27.5,38,0.25
28109,36,0,8,17,4,2,1,1,711,11,0,711.0,6,1.8888888888888888
28110,63,0,35,12,8,24,2,3,144,13,1,48.0,32,0.3333333333333333
28111,51,0,46,18,0,21,3,1,223,7,1,223.0,21,0.3829787234042553
28112,18,1,24,29,3,17,2,3,460,17,0,153.33,20,1.16
28113,59,1,54,17,8,20,2,12,986,1,1,82.17,28,0.3090909090909091
28114,24,1,23,2,4,2,3,1,605,30,0,605.0,6,0.08333333333333333
28115,34,0,19,17,2,6,1,12,592,23,0,49.33,8,0.85
28116,44,1,35,18,2,23,2,12,423,18,0,35.25,25,0.5
28117,41,1,42,19,6,7,1,3,638,30,0,212.67,13,0.4418604651162791
28118,56,0,47,15,1,22,3,3,564,6,0,188.0,23,0.3125
28119,48,1,28,9,2,4,2,12,118,5,0,9.83,6,0.3103448275862069
28120,34,0,13,29,3,13,1,3,359,7,0,119.67,16,2.0714285714285716
28121,43,0,59,15,1,24,2,12,152,16,1,12.67,25,0.25
28122,41,0,55,14,10,22,2,1,788,17,1,788.0,32,0.25
28123,43,0,43,19,10,0,2,1,460,11,0,460.0,10,0.4318181818181818
28124,26,1,6,29,4,4,3,12,736,13,0,61.33,8,4.142857142857143
28125,46,0,51,4,4,21,3,12,605,7,0,50.42,25,0.07692307692307693
28126,34,0,5,20,0,29,3,12,726,18,0,60.5,29,3.3333333333333335
28127,18,1,20,28,1,30,3,3,302,16,0,100.67,31,1.3333333333333333
28128,51,0,20,5,3,23,3,12,175,2,1,14.58,26,0.23809523809523808
28129,51,0,4,7,4,16,1,1,247,18,0,247.0,20,1.4
28130,37,0,27,27,9,0,2,3,293,27,0,97.67,9,0.9642857142857143
28131,47,0,43,2,4,18,1,1,577,10,0,577.0,22,0.045454545454545456
28132,26,0,9,20,1,12,1,12,438,30,0,36.5,13,2.0
28133,37,0,7,22,9,0,3,3,628,26,0,209.33,9,2.75
28134,22,1,57,2,4,29,2,12,345,30,0,28.75,33,0.034482758620689655
28135,50,0,30,22,3,19,2,12,940,30,0,78.33,22,0.7096774193548387
28136,23,0,59,8,7,0,2,1,964,8,0,964.0,7,0.13333333333333333
28137,58,0,11,26,6,11,1,1,227,2,0,227.0,17,2.1666666666666665
28138,31,0,16,13,1,17,2,3,882,17,0,294.0,18,0.7647058823529411
28139,22,1,49,27,5,27,1,3,995,14,1,331.67,32,0.54
28140,51,0,28,27,9,6,3,1,619,20,0,619.0,15,0.9310344827586207
28141,45,0,25,11,2,7,1,3,177,1,0,59.0,9,0.4230769230769231
28142,29,0,29,21,7,5,1,3,446,20,0,148.67,12,0.7
28143,49,1,8,10,10,1,2,1,931,6,0,931.0,11,1.1111111111111112
28144,50,0,58,26,5,14,3,12,863,13,0,71.92,19,0.4406779661016949
28145,63,0,56,12,8,8,3,12,252,3,0,21.0,16,0.21052631578947367
28146,19,1,43,11,9,26,2,3,514,30,1,171.33,35,0.25
28147,31,1,24,1,2,13,1,12,770,16,0,64.17,15,0.04
28148,45,0,8,2,2,22,2,12,432,4,1,36.0,24,0.2222222222222222
28149,51,0,9,11,3,1,2,1,961,28,0,961.0,4,1.1
28150,24,1,15,19,9,10,3,3,133,8,0,44.33,19,1.1875
28151,34,0,36,3,4,22,2,1,470,9,1,470.0,26,0.08108108108108109
28152,59,0,55,14,1,15,2,1,970,18,0,970.0,16,0.25
28153,37,1,29,3,3,17,2,1,919,14,0,919.0,20,0.1
28154,45,0,45,1,3,12,1,12,255,5,1,21.25,15,0.021739130434782608
28155,50,1,29,7,7,3,2,12,838,30,0,69.83,10,0.23333333333333334
28156,60,0,13,5,5,23,3,1,604,4,1,604.0,28,0.35714285714285715
28157,60,1,53,22,4,11,2,1,202,16,0,202.0,15,0.4074074074074074
28158,46,0,1,6,2,9,2,12,143,13,0,11.92,11,3.0
28159,34,1,38,22,5,28,1,12,646,2,1,53.83,33,0.5641025641025641
28160,43,0,52,14,10,3,2,3,763,11,0,254.33,13,0.2641509433962264
28161,49,0,55,8,0,4,1,12,194,6,0,16.17,4,0.14285714285714285
28162,45,1,15,15,5,30,1,1,394,6,0,394.0,35,0.9375
28163,25,1,48,28,9,17,2,12,148,15,1,12.33,26,0.5714285714285714
28164,54,1,39,9,2,16,2,12,952,17,0,79.33,18,0.225
28165,32,0,42,24,8,24,1,12,609,26,1,50.75,32,0.5581395348837209
28166,31,0,55,4,9,26,1,1,451,10,1,451.0,35,0.07142857142857142
28167,62,0,3,2,8,1,1,3,645,5,1,215.0,9,0.5
28168,40,1,51,7,7,27,1,1,367,21,1,367.0,34,0.1346153846153846
28169,59,0,40,7,1,18,3,12,794,12,0,66.17,19,0.17073170731707318
28170,20,0,31,4,2,24,1,1,194,4,1,194.0,26,0.125
28171,32,0,17,20,2,30,2,3,629,3,0,209.67,32,1.1111111111111112
28172,24,1,10,2,2,2,2,12,409,17,1,34.08,4,0.18181818181818182
28173,58,0,31,3,6,11,2,1,294,10,1,294.0,17,0.09375
28174,40,0,47,14,9,16,3,12,278,16,1,23.17,25,0.2916666666666667
28175,49,0,42,15,10,0,2,3,147,8,0,49.0,10,0.3488372093023256
28176,23,1,22,23,7,1,1,12,167,27,0,13.92,8,1.0
28177,64,1,31,10,6,8,3,3,810,13,0,270.0,14,0.3125
28178,46,1,51,16,4,1,3,1,940,24,0,940.0,5,0.3076923076923077
28179,21,0,5,25,8,10,1,3,791,23,0,263.67,18,4.166666666666667
28180,47,1,36,25,4,29,2,12,802,6,0,66.83,33,0.6756756756756757
28181,44,0,26,12,7,16,1,12,714,5,1,59.5,23,0.4444444444444444
28182,50,0,33,7,2,9,3,3,597,19,0,199.0,11,0.20588235294117646
28183,51,0,57,18,5,21,3,12,101,19,1,8.42,26,0.3103448275862069
28184,23,0,6,10,6,3,2,3,214,13,0,71.33,9,1.4285714285714286
28185,24,0,39,30,7,5,1,1,510,28,0,510.0,12,0.75
28186,47,1,11,27,2,8,1,3,608,4,0,202.67,10,2.25
28187,32,0,5,14,1,7,1,3,242,13,0,80.67,8,2.3333333333333335
28188,56,0,17,18,4,24,1,1,505,21,1,505.0,28,1.0
28189,36,1,16,10,7,8,1,12,181,18,0,15.08,15,0.5882352941176471
28190,37,0,28,17,2,1,2,12,240,6,0,20.0,3,0.5862068965517241
28191,58,1,50,6,3,22,1,12,826,1,0,68.83,25,0.11764705882352941
28192,54,0,18,8,9,20,1,1,415,20,0,415.0,29,0.42105263157894735
28193,28,0,30,11,9,10,2,3,508,28,0,169.33,19,0.3548387096774194
28194,59,0,59,8,0,7,2,1,626,2,0,626.0,7,0.13333333333333333
28195,39,0,47,12,1,26,3,12,844,30,0,70.33,27,0.25
28196,21,1,54,5,8,10,2,3,989,28,0,329.67,18,0.09090909090909091
28197,56,1,52,24,2,5,2,1,942,8,0,942.0,7,0.4528301886792453
28198,42,0,36,5,6,21,3,1,975,20,1,975.0,27,0.13513513513513514
28199,28,0,25,23,4,21,3,1,632,16,1,632.0,25,0.8846153846153846
28200,40,0,47,3,0,27,1,12,167,22,1,13.92,27,0.0625
28201,64,0,2,29,4,4,2,3,703,17,0,234.33,8,9.666666666666666
28202,53,0,7,26,5,24,1,12,111,11,1,9.25,29,3.25
28203,44,1,42,8,10,30,1,12,559,24,1,46.58,40,0.18604651162790697
28204,35,0,9,19,10,26,2,12,300,16,1,25.0,36,1.9
28205,28,0,20,25,6,29,3,1,144,19,1,144.0,35,1.1904761904761905
28206,57,1,32,1,6,12,1,1,950,29,1,950.0,18,0.030303030303030304
28207,61,1,32,12,7,23,1,1,613,8,1,613.0,30,0.36363636363636365
28208,29,0,49,6,2,17,2,1,601,26,0,601.0,19,0.12
28209,60,0,40,9,9,22,1,12,693,30,1,57.75,31,0.21951219512195122
28210,60,1,32,12,0,14,2,1,568,14,0,568.0,14,0.36363636363636365
28211,61,1,24,1,5,25,3,1,266,16,1,266.0,30,0.04
28212,29,0,2,11,10,20,1,12,208,7,0,17.33,30,3.6666666666666665
28213,57,1,17,5,7,22,3,3,692,22,1,230.67,29,0.2777777777777778
28214,26,0,57,12,1,6,3,12,305,6,0,25.42,7,0.20689655172413793
28215,50,1,13,11,8,19,2,12,874,15,0,72.83,27,0.7857142857142857
28216,25,1,25,17,9,4,1,12,736,13,0,61.33,13,0.6538461538461539
28217,63,1,28,1,3,24,1,1,716,2,0,716.0,27,0.034482758620689655
28218,43,1,26,11,3,16,1,12,455,12,0,37.92,19,0.4074074074074074
28219,43,1,48,3,10,10,3,12,708,29,0,59.0,20,0.061224489795918366
28220,60,0,11,25,1,14,3,12,321,27,0,26.75,15,2.0833333333333335
28221,26,0,11,7,4,8,1,12,161,22,0,13.42,12,0.5833333333333334
28222,39,0,23,19,3,0,2,1,382,11,0,382.0,3,0.7916666666666666
28223,44,0,24,5,1,23,3,3,904,16,0,301.33,24,0.2
28224,46,0,11,19,1,15,3,12,345,27,0,28.75,16,1.5833333333333333
28225,30,1,8,13,3,19,3,12,970,8,0,80.83,22,1.4444444444444444
28226,53,1,7,22,6,20,3,12,506,15,0,42.17,26,2.75
28227,58,0,42,1,4,22,2,3,710,23,1,236.67,26,0.023255813953488372
28228,36,0,11,26,4,11,1,1,221,9,0,221.0,15,2.1666666666666665
28229,19,1,9,13,3,11,2,3,350,15,0,116.67,14,1.3
28230,64,1,45,14,3,10,2,12,279,14,0,23.25,13,0.30434782608695654
28231,36,1,45,22,7,24,3,3,804,10,1,268.0,31,0.4782608695652174
28232,25,0,14,14,1,25,1,1,128,9,1,128.0,26,0.9333333333333333
28233,36,0,57,1,6,15,2,1,434,13,0,434.0,21,0.017241379310344827
28234,43,0,30,10,5,18,1,12,387,8,1,32.25,23,0.3225806451612903
28235,46,1,35,18,9,14,3,1,995,21,0,995.0,23,0.5
28236,61,1,6,14,6,28,3,3,210,11,0,70.0,34,2.0
28237,54,1,52,13,3,18,1,1,177,24,0,177.0,21,0.24528301886792453
28238,18,0,1,30,4,14,1,3,973,26,0,324.33,18,15.0
28239,39,0,34,3,6,28,3,1,719,15,1,719.0,34,0.08571428571428572
28240,36,0,26,26,10,2,1,1,785,30,0,785.0,12,0.9629629629629629
28241,55,1,11,6,3,7,3,1,350,14,0,350.0,10,0.5
28242,21,0,15,22,0,16,2,3,302,16,0,100.67,16,1.375
28243,57,1,46,30,9,28,2,12,235,13,1,19.58,37,0.6382978723404256
28244,52,1,1,19,1,13,3,12,369,9,0,30.75,14,9.5
28245,31,0,40,4,8,17,2,3,858,1,1,286.0,25,0.0975609756097561
28246,26,1,14,17,7,9,3,1,337,27,0,337.0,16,1.1333333333333333
28247,40,1,8,18,8,16,2,1,325,4,0,325.0,24,2.0
28248,58,0,53,27,8,5,2,1,813,11,0,813.0,13,0.5
28249,53,1,49,10,4,8,3,12,590,11,0,49.17,12,0.2
28250,63,1,42,4,5,4,3,12,700,30,1,58.33,9,0.09302325581395349
28251,24,0,23,4,4,1,1,1,421,14,0,421.0,5,0.16666666666666666
28252,29,0,42,14,8,5,1,12,205,14,0,17.08,13,0.32558139534883723
28253,28,1,26,18,3,27,2,3,530,4,0,176.67,30,0.6666666666666666
28254,27,0,19,25,8,17,3,1,178,8,0,178.0,25,1.25
28255,48,1,53,9,10,24,3,3,760,28,1,253.33,34,0.16666666666666666
28256,33,1,19,13,5,14,1,3,428,6,0,142.67,19,0.65
28257,44,0,6,24,3,15,3,1,310,5,0,310.0,18,3.4285714285714284
28258,36,1,59,9,1,14,3,1,416,20,0,416.0,15,0.15
28259,31,0,33,17,8,10,1,1,347,18,0,347.0,18,0.5
28260,62,0,14,20,9,30,2,3,662,23,0,220.67,39,1.3333333333333333
28261,47,1,6,26,2,14,3,12,612,18,0,51.0,16,3.7142857142857144
28262,39,1,21,22,5,15,2,1,107,16,0,107.0,20,1.0
28263,37,0,30,19,6,29,3,3,620,8,1,206.67,35,0.6129032258064516
28264,34,0,7,29,3,16,2,1,501,30,0,501.0,19,3.625
28265,19,0,43,25,8,3,1,1,397,27,0,397.0,11,0.5681818181818182
28266,18,0,52,9,9,18,2,12,889,6,1,74.08,27,0.16981132075471697
28267,44,1,16,13,9,15,1,1,244,30,0,244.0,24,0.7647058823529411
28268,39,1,12,25,7,19,3,12,986,28,0,82.17,26,1.9230769230769231
28269,35,1,33,12,3,13,1,12,371,13,0,30.92,16,0.35294117647058826
28270,59,1,31,30,8,0,3,1,621,6,0,621.0,8,0.9375
28271,35,1,53,16,8,30,2,3,310,25,1,103.33,38,0.2962962962962963
28272,24,1,14,11,1,26,1,1,241,8,0,241.0,27,0.7333333333333333
28273,35,1,51,4,7,2,1,1,662,20,0,662.0,9,0.07692307692307693
28274,19,0,52,28,7,13,1,12,451,9,0,37.58,20,0.5283018867924528
28275,57,1,24,27,10,24,1,12,831,6,1,69.25,34,1.08
28276,24,1,41,2,1,7,3,12,128,20,1,10.67,8,0.047619047619047616
28277,60,0,29,6,7,28,2,3,296,26,1,98.67,35,0.2
28278,24,0,36,20,1,24,3,12,676,1,0,56.33,25,0.5405405405405406
28279,40,0,6,18,10,5,1,12,688,5,0,57.33,15,2.5714285714285716
28280,34,0,22,13,1,3,3,1,275,28,0,275.0,4,0.5652173913043478
28281,56,0,37,28,7,24,3,1,811,23,1,811.0,31,0.7368421052631579
28282,58,0,37,3,0,27,1,1,366,5,1,366.0,27,0.07894736842105263
28283,26,1,24,18,2,3,1,1,197,29,0,197.0,5,0.72
28284,18,0,44,21,2,11,2,12,114,7,0,9.5,13,0.4666666666666667
28285,52,0,37,24,1,19,2,3,670,21,0,223.33,20,0.631578947368421
28286,23,0,7,13,7,22,2,12,746,3,0,62.17,29,1.625
28287,36,0,38,15,2,9,1,3,618,26,0,206.0,11,0.38461538461538464
28288,55,1,15,22,7,15,2,12,575,18,0,47.92,22,1.375
28289,62,1,46,12,7,13,1,3,582,19,0,194.0,20,0.2553191489361702
28290,34,0,15,29,2,15,1,3,251,1,0,83.67,17,1.8125
28291,34,1,44,2,8,17,2,12,682,15,1,56.83,25,0.044444444444444446
28292,63,1,32,11,4,5,1,1,254,11,0,254.0,9,0.3333333333333333
28293,18,0,60,7,0,9,2,12,596,24,0,49.67,9,0.11475409836065574
28294,53,0,21,29,9,0,3,12,508,1,0,42.33,9,1.3181818181818181
28295,65,0,2,15,5,16,3,3,654,12,0,218.0,21,5.0
28296,19,1,22,2,10,24,1,1,764,19,0,764.0,34,0.08695652173913043
28297,31,0,44,20,10,2,3,3,541,17,0,180.33,12,0.4444444444444444
28298,52,0,31,13,1,8,3,12,998,9,0,83.17,9,0.40625
28299,37,0,1,11,8,24,2,1,998,12,1,998.0,32,5.5
28300,37,1,45,4,2,23,1,1,611,5,0,611.0,25,0.08695652173913043
28301,61,1,21,14,4,15,2,12,332,20,0,27.67,19,0.6363636363636364
28302,59,1,14,25,0,10,2,12,706,24,0,58.83,10,1.6666666666666667
28303,59,1,14,9,5,8,1,12,411,27,0,34.25,13,0.6
28304,55,0,41,15,9,16,2,12,470,22,1,39.17,25,0.35714285714285715
28305,47,1,28,11,3,16,1,12,503,13,0,41.92,19,0.3793103448275862
28306,46,1,55,14,1,15,1,12,324,16,0,27.0,16,0.25
28307,49,1,39,29,7,8,1,1,232,1,0,232.0,15,0.725
28308,37,1,3,19,8,19,2,1,520,18,0,520.0,27,4.75
28309,64,0,27,12,2,5,1,3,118,13,0,39.33,7,0.42857142857142855
28310,37,1,52,6,9,12,3,1,931,30,0,931.0,21,0.11320754716981132
28311,24,1,60,16,10,30,2,12,173,28,1,14.42,40,0.26229508196721313
28312,34,1,11,14,9,6,1,3,241,15,0,80.33,15,1.1666666666666667
28313,27,0,40,21,0,3,3,12,272,14,0,22.67,3,0.5121951219512195
28314,37,1,19,28,6,3,1,1,483,5,0,483.0,9,1.4
28315,35,0,49,14,1,18,2,12,287,8,0,23.92,19,0.28
28316,45,1,6,5,10,6,3,3,882,7,0,294.0,16,0.7142857142857143
28317,49,1,32,3,9,4,3,12,759,10,0,63.25,13,0.09090909090909091
28318,64,0,36,13,0,22,2,3,250,13,1,83.33,22,0.35135135135135137
28319,34,0,48,11,0,4,2,1,921,26,0,921.0,4,0.22448979591836735
28320,45,1,46,26,2,20,3,1,292,19,0,292.0,22,0.5531914893617021
28321,55,1,40,11,5,12,1,3,721,4,0,240.33,17,0.2682926829268293
28322,42,1,41,12,7,30,2,12,530,7,1,44.17,37,0.2857142857142857
28323,62,1,26,1,0,17,3,1,268,14,0,268.0,17,0.037037037037037035
28324,58,1,14,15,4,0,3,3,160,1,0,53.33,4,1.0
28325,28,1,11,25,6,18,2,1,503,17,0,503.0,24,2.0833333333333335
28326,44,1,3,4,2,16,1,1,249,9,0,249.0,18,1.0
28327,61,1,43,16,1,20,3,3,746,9,0,248.67,21,0.36363636363636365
28328,38,0,45,24,7,25,2,12,417,26,1,34.75,32,0.5217391304347826
28329,20,1,40,3,9,25,2,1,679,14,1,679.0,34,0.07317073170731707
28330,23,0,39,15,1,6,3,3,560,10,0,186.67,7,0.375
28331,35,1,5,28,6,7,2,3,296,14,0,98.67,13,4.666666666666667
28332,26,0,35,9,1,1,3,1,726,19,0,726.0,2,0.25
28333,40,1,23,9,3,1,2,12,734,19,0,61.17,4,0.375
28334,24,0,42,3,8,28,2,3,172,1,1,57.33,36,0.06976744186046512
28335,26,1,48,18,6,15,2,3,453,30,0,151.0,21,0.3673469387755102
28336,59,1,24,5,2,25,1,1,928,4,0,928.0,27,0.2
28337,25,1,53,6,5,15,1,3,379,11,0,126.33,20,0.1111111111111111
28338,31,0,5,11,0,1,2,3,821,6,0,273.67,1,1.8333333333333333
28339,36,0,50,21,8,5,3,1,199,21,0,199.0,13,0.4117647058823529
28340,20,0,34,10,9,13,2,12,808,27,0,67.33,22,0.2857142857142857
28341,65,0,17,29,2,13,1,1,585,2,0,585.0,15,1.6111111111111112
28342,62,1,2,11,6,20,1,1,686,8,0,686.0,26,3.6666666666666665
28343,56,1,19,26,0,28,1,3,790,10,0,263.33,28,1.3
28344,24,1,23,18,5,18,2,3,334,3,0,111.33,23,0.75
28345,18,1,52,30,10,20,3,1,272,19,1,272.0,30,0.5660377358490566
28346,24,0,26,19,2,7,2,3,671,29,0,223.67,9,0.7037037037037037
28347,30,0,24,8,10,7,2,12,331,3,0,27.58,17,0.32
28348,25,0,50,30,5,21,3,3,906,19,1,302.0,26,0.5882352941176471
28349,48,0,1,27,8,7,3,1,854,2,0,854.0,15,13.5
28350,43,1,30,11,0,8,2,3,743,23,0,247.67,8,0.3548387096774194
28351,34,0,57,29,0,11,3,12,208,28,0,17.33,11,0.5
28352,23,1,39,12,5,30,2,3,692,3,1,230.67,35,0.3
28353,26,1,4,22,4,30,3,12,552,7,0,46.0,34,4.4
28354,40,0,40,5,8,22,2,3,220,27,1,73.33,30,0.12195121951219512
28355,65,0,22,2,8,11,1,3,475,22,1,158.33,19,0.08695652173913043
28356,34,1,26,4,2,4,1,12,890,19,0,74.17,6,0.14814814814814814
28357,64,0,31,28,7,8,3,1,501,7,0,501.0,15,0.875
28358,42,0,1,1,2,19,3,12,707,6,1,58.92,21,0.5
28359,62,0,4,15,7,5,2,1,238,5,0,238.0,12,3.0
28360,21,0,33,5,0,1,1,12,392,11,0,32.67,1,0.14705882352941177
28361,37,0,11,24,10,27,2,3,805,8,0,268.33,37,2.0
28362,45,0,18,29,10,5,1,3,533,25,0,177.67,15,1.5263157894736843
28363,52,0,54,4,1,9,2,1,154,17,0,154.0,10,0.07272727272727272
28364,62,1,19,12,8,12,3,3,776,9,0,258.67,20,0.6
28365,19,1,24,2,8,19,2,1,637,12,1,637.0,27,0.08
28366,52,0,1,10,2,4,2,12,883,6,0,73.58,6,5.0
28367,26,0,34,18,8,16,3,3,689,22,1,229.67,24,0.5142857142857142
28368,46,0,40,18,6,6,3,1,705,24,0,705.0,12,0.43902439024390244
28369,26,0,22,5,6,27,2,3,601,9,0,200.33,33,0.21739130434782608
28370,29,0,42,19,3,19,3,12,995,22,0,82.92,22,0.4418604651162791
28371,38,1,8,17,3,15,1,1,195,15,0,195.0,18,1.8888888888888888
28372,38,0,4,13,8,5,2,3,237,17,0,79.0,13,2.6
28373,25,1,51,12,3,13,3,3,985,24,0,328.33,16,0.23076923076923078
28374,48,1,34,10,9,19,1,1,560,7,1,560.0,28,0.2857142857142857
28375,24,0,48,4,7,30,2,1,213,15,1,213.0,37,0.08163265306122448
28376,31,0,22,28,6,22,2,3,452,26,1,150.67,28,1.2173913043478262
28377,31,1,22,29,4,26,1,12,600,18,0,50.0,30,1.2608695652173914
28378,26,1,2,3,10,29,1,3,289,22,1,96.33,39,1.0
28379,47,0,53,22,1,30,3,12,207,17,1,17.25,31,0.4074074074074074
28380,51,1,30,11,4,22,3,12,724,19,0,60.33,26,0.3548387096774194
28381,18,0,13,15,4,29,3,1,155,29,1,155.0,33,1.0714285714285714
28382,52,1,31,3,0,29,2,12,217,13,0,18.08,29,0.09375
28383,59,0,16,27,8,24,3,1,492,28,1,492.0,32,1.588235294117647
28384,52,0,49,14,4,14,3,3,847,30,0,282.33,18,0.28
28385,41,0,19,5,6,1,3,1,617,5,0,617.0,7,0.25
28386,54,1,14,17,10,0,2,12,495,25,0,41.25,10,1.1333333333333333
28387,22,0,21,13,10,30,3,3,582,10,0,194.0,40,0.5909090909090909
28388,26,1,35,19,4,12,1,1,257,5,0,257.0,16,0.5277777777777778
28389,63,0,43,12,2,19,1,12,169,6,0,14.08,21,0.2727272727272727
28390,40,0,21,19,10,2,3,1,924,1,0,924.0,12,0.8636363636363636
28391,24,1,30,10,10,17,2,3,161,19,1,53.67,27,0.3225806451612903
28392,54,0,36,27,0,8,1,1,805,2,0,805.0,8,0.7297297297297297
28393,55,1,10,13,6,10,3,1,433,1,0,433.0,16,1.1818181818181819
28394,32,0,42,11,3,23,2,12,931,25,0,77.58,26,0.2558139534883721
28395,24,0,48,7,10,4,1,12,175,29,0,14.58,14,0.14285714285714285
28396,33,0,54,5,2,14,1,12,949,5,0,79.08,16,0.09090909090909091
28397,37,1,17,29,3,29,1,3,196,9,0,65.33,32,1.6111111111111112
28398,34,0,10,16,3,1,2,3,543,23,0,181.0,4,1.4545454545454546
28399,54,1,1,22,10,2,3,12,409,17,0,34.08,12,11.0
28400,60,0,27,12,10,19,1,3,640,27,1,213.33,29,0.42857142857142855
28401,45,0,27,2,8,27,3,1,899,4,1,899.0,35,0.07142857142857142
28402,27,1,59,1,5,14,3,3,937,22,0,312.33,19,0.016666666666666666
28403,38,1,12,22,10,29,1,1,386,23,0,386.0,39,1.6923076923076923
28404,29,1,52,13,7,17,1,12,473,17,1,39.42,24,0.24528301886792453
28405,52,1,2,27,9,20,3,1,498,5,0,498.0,29,9.0
28406,19,1,17,22,4,8,2,1,106,7,0,106.0,12,1.2222222222222223
28407,45,0,47,26,9,20,1,3,488,30,1,162.67,29,0.5416666666666666
28408,54,0,25,1,10,6,3,1,731,30,1,731.0,16,0.038461538461538464
28409,57,1,11,8,3,5,1,12,563,12,0,46.92,8,0.6666666666666666
28410,63,0,39,23,7,15,1,12,213,4,0,17.75,22,0.575
28411,52,1,20,5,6,6,2,12,840,13,1,70.0,12,0.23809523809523808
28412,53,0,17,25,2,4,3,1,291,8,0,291.0,6,1.3888888888888888
28413,38,0,9,9,4,9,3,1,466,15,0,466.0,13,0.9
28414,38,1,55,25,6,23,2,1,290,13,1,290.0,29,0.44642857142857145
28415,48,0,22,19,5,18,1,3,236,29,0,78.67,23,0.8260869565217391
28416,44,0,1,6,4,10,1,1,265,5,0,265.0,14,3.0
28417,34,1,56,23,3,27,1,3,315,17,0,105.0,30,0.40350877192982454
28418,49,1,36,25,4,19,2,3,233,1,0,77.67,23,0.6756756756756757
28419,58,0,60,25,4,11,3,3,967,23,0,322.33,15,0.4098360655737705
28420,65,1,22,21,9,10,1,12,939,26,0,78.25,19,0.9130434782608695
28421,41,0,29,5,0,2,3,3,987,20,0,329.0,2,0.16666666666666666
28422,51,0,20,27,10,23,3,12,907,2,0,75.58,33,1.2857142857142858
28423,42,0,56,1,1,28,3,3,320,17,1,106.67,29,0.017543859649122806
28424,21,0,58,10,10,11,3,1,625,13,0,625.0,21,0.1694915254237288
28425,42,1,12,18,7,28,2,12,559,21,0,46.58,35,1.3846153846153846
28426,40,1,17,9,1,15,1,12,236,26,0,19.67,16,0.5
28427,58,0,12,18,10,2,3,3,778,16,0,259.33,12,1.3846153846153846
28428,37,1,8,29,7,29,3,1,634,18,0,634.0,36,3.2222222222222223
28429,63,1,31,8,10,9,1,12,639,24,0,53.25,19,0.25
28430,61,1,34,18,6,5,3,3,590,4,0,196.67,11,0.5142857142857142
28431,22,0,38,22,7,1,2,3,341,13,0,113.67,8,0.5641025641025641
28432,18,0,53,7,9,18,1,12,709,14,1,59.08,27,0.12962962962962962
28433,61,1,27,12,2,3,1,3,565,12,0,188.33,5,0.42857142857142855
28434,30,1,16,12,8,7,1,1,215,21,0,215.0,15,0.7058823529411765
28435,42,1,26,1,2,24,3,1,253,20,0,253.0,26,0.037037037037037035
28436,32,1,55,2,6,30,2,3,590,5,1,196.67,36,0.03571428571428571
28437,63,1,16,26,8,5,1,12,983,17,0,81.92,13,1.5294117647058822
28438,54,1,53,19,6,11,2,3,668,27,0,222.67,17,0.35185185185185186
28439,24,0,4,13,7,24,3,1,105,6,1,105.0,31,2.6
28440,50,0,10,28,4,20,1,12,717,7,0,59.75,24,2.5454545454545454
28441,59,1,35,1,5,20,1,12,514,24,1,42.83,25,0.027777777777777776
28442,23,0,15,6,6,1,1,1,920,29,0,920.0,7,0.375
28443,35,1,24,12,1,25,1,12,905,11,0,75.42,26,0.48
