,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges
29911,29,1,36,29,10,3,3,1,584,8,0,584.0
29912,19,0,20,22,1,16,1,1,533,1,0,533.0
29913,38,0,19,29,5,17,1,3,567,23,0,189.0
29914,40,1,18,17,8,19,2,3,546,20,0,182.0
29915,22,1,18,27,0,21,1,3,110,23,0,36.666666666666664
29916,21,0,50,25,0,18,3,12,261,11,0,21.75
29917,57,0,18,10,3,9,1,3,826,28,0,275.3333333333333
29918,37,1,4,5,9,0,1,12,768,12,0,64.0
29919,20,1,19,22,10,4,2,12,296,23,0,24.666666666666668
29920,35,0,59,17,5,30,2,3,710,12,1,236.66666666666666
29921,22,1,43,10,7,25,1,12,506,1,1,42.166666666666664
29922,38,0,6,2,5,19,2,3,170,2,0,56.666666666666664
29923,46,0,1,4,9,5,2,1,529,25,0,529.0
29924,39,1,40,1,9,13,1,1,252,30,0,252.0
29925,36,0,25,9,6,22,1,3,483,26,1,161.0
29926,37,0,15,14,6,27,2,1,667,13,1,667.0
29927,58,1,59,26,6,22,2,1,247,2,1,247.0
29928,36,0,47,5,3,14,2,12,689,26,0,57.416666666666664
29929,37,1,6,28,10,16,3,12,312,8,0,26.0
29930,44,0,30,14,3,29,2,12,320,22,1,26.666666666666668
29931,33,0,43,30,0,28,3,12,938,15,0,78.16666666666667
29932,58,0,47,17,2,24,3,12,992,8,0,82.66666666666667
29933,43,0,7,18,4,3,1,12,424,15,0,35.333333333333336
29934,51,1,8,19,8,23,3,3,761,2,0,253.66666666666666
29935,41,0,23,23,7,8,1,12,134,24,0,11.166666666666666
29936,30,1,17,10,1,25,2,12,473,20,0,39.416666666666664
29937,60,1,23,29,1,8,2,3,555,29,0,185.0
29938,61,0,18,10,7,2,1,1,425,27,0,425.0
29939,30,0,37,16,8,13,3,12,405,27,0,33.75
29940,43,1,2,14,7,18,1,12,352,18,0,29.333333333333332
29941,42,1,34,17,3,17,3,12,128,2,0,10.666666666666666
29942,44,1,28,30,10,4,3,3,962,10,0,320.6666666666667
29943,30,1,51,24,4,29,3,3,684,18,0,228.0
29944,30,0,46,12,5,4,1,1,288,19,0,288.0
29945,34,1,10,9,10,28,1,3,628,19,0,209.33333333333334
29946,53,1,49,23,2,26,2,12,278,14,0,23.166666666666668
29947,46,1,45,14,1,21,1,1,473,12,0,473.0
29948,55,1,18,6,4,13,2,1,762,10,0,762.0
29949,60,1,45,17,7,11,2,1,210,29,0,210.0
29950,46,0,31,15,1,9,3,12,831,26,0,69.25
29951,37,0,50,23,7,15,3,3,424,22,0,141.33333333333334
29952,31,0,47,29,3,14,1,12,558,9,0,46.5
29953,25,1,26,11,5,21,1,1,850,17,1,850.0
29954,47,0,34,3,1,24,1,1,640,8,1,640.0
29955,18,0,57,23,5,6,2,1,371,10,0,371.0
29956,54,0,47,23,9,5,3,3,327,12,0,109.0
29957,56,0,39,15,0,17,2,12,797,21,0,66.41666666666667
29958,58,0,29,24,6,13,1,12,135,26,0,11.25
29959,62,0,47,14,0,16,2,12,730,4,0,60.833333333333336
29960,51,0,43,15,6,19,3,3,723,25,1,241.0
29961,49,0,49,16,8,6,3,3,700,27,0,233.33333333333334
29962,21,1,18,8,9,3,1,3,353,26,0,117.66666666666667
29963,51,1,13,22,8,4,1,3,141,20,0,47.0
29964,40,0,19,8,1,3,2,3,126,14,0,42.0
29965,62,0,32,23,5,10,3,3,640,26,0,213.33333333333334
29966,28,1,10,3,9,2,2,1,556,22,0,556.0
29967,58,1,9,28,4,29,2,1,276,12,0,276.0
29968,34,0,22,28,8,30,2,3,896,8,0,298.6666666666667
29969,31,1,12,2,7,0,2,12,770,9,0,64.16666666666667
29970,28,1,39,24,6,16,1,1,830,1,1,830.0
29971,38,0,41,6,5,15,1,12,479,1,0,39.916666666666664
29972,42,0,52,15,6,11,1,3,967,17,0,322.3333333333333
29973,35,1,31,13,4,10,2,12,930,3,0,77.5
29974,62,1,40,10,3,30,1,1,566,1,0,566.0
29975,43,1,3,18,0,20,2,12,773,17,0,64.41666666666667
29976,29,1,29,14,10,13,3,3,477,5,0,159.0
29977,27,1,59,25,6,2,3,1,247,18,0,247.0
29978,48,1,9,3,1,30,3,3,607,26,0,202.33333333333334
29979,39,1,40,11,6,4,1,1,428,15,0,428.0
29980,48,0,28,9,6,29,1,1,719,29,1,719.0
29981,39,0,44,13,5,0,1,3,331,8,0,110.33333333333333
29982,47,1,16,23,3,24,1,12,253,7,0,21.083333333333332
29983,21,0,51,13,4,15,1,1,573,8,0,573.0
29984,62,1,33,19,10,9,3,3,319,14,0,106.33333333333333
29985,27,1,14,18,0,23,2,3,966,6,0,322.0
29986,26,1,41,12,6,6,3,12,221,29,0,18.416666666666668
29987,25,0,15,12,5,26,3,1,499,22,1,499.0
29988,45,0,44,28,9,5,1,1,478,25,0,478.0
29989,47,1,15,2,8,22,2,12,324,12,0,27.0
29990,52,0,30,2,4,29,1,12,681,14,1,56.75
29991,18,1,28,15,8,8,2,12,421,8,0,35.083333333333336
29992,43,1,17,6,2,8,1,1,909,20,0,909.0
29993,25,1,53,21,5,22,2,1,184,2,1,184.0
29994,48,1,9,28,0,21,3,12,877,15,0,73.08333333333333
29995,57,1,60,27,1,8,3,12,971,26,0,80.91666666666667
29996,39,1,30,5,0,26,3,3,921,3,0,307.0
29997,21,1,34,28,7,25,1,3,957,29,1,319.0
29998,21,1,55,4,4,15,2,3,312,6,0,104.0
29999,26,1,8,3,1,19,3,12,973,27,0,81.08333333333333
30000,61,1,29,3,5,21,2,1,249,11,1,249.0
30001,61,1,28,15,3,17,3,1,675,15,0,675.0
30002,55,0,29,28,1,11,1,1,962,8,0,962.0
30003,48,1,1,14,9,2,2,3,420,4,0,140.0
30004,28,0,5,20,7,7,1,12,915,11,0,76.25
30005,49,1,2,25,6,2,3,3,359,22,0,119.66666666666667
30006,33,1,56,13,8,5,3,1,581,25,0,581.0
30007,23,1,28,5,8,11,3,12,794,6,0,66.16666666666667
30008,23,1,39,23,6,30,1,3,276,15,1,92.0
30009,28,1,58,12,9,17,2,1,192,13,1,192.0
30010,31,1,19,18,3,3,2,12,331,14,0,27.583333333333332
30011,25,1,12,5,5,25,2,1,704,11,0,704.0
30012,31,1,20,24,3,21,3,12,456,9,0,38.0
30013,40,1,29,27,10,2,3,12,860,28,0,71.66666666666667
30014,34,1,1,23,4,19,3,1,125,16,0,125.0
30015,34,1,57,27,1,22,1,1,491,5,0,491.0
30016,45,0,46,22,4,6,2,3,511,24,0,170.33333333333334
30017,25,0,41,8,7,11,2,1,211,4,0,211.0
30018,21,0,26,20,1,11,2,3,889,15,0,296.3333333333333
30019,23,1,53,12,10,24,1,3,467,8,1,155.66666666666666
30020,23,1,6,20,4,24,1,12,345,30,0,28.75
30021,29,0,17,27,6,2,2,12,490,25,0,40.833333333333336
30022,50,0,59,25,0,30,1,12,221,8,1,18.416666666666668
30023,31,0,56,12,0,26,3,3,146,4,1,48.666666666666664
30024,38,0,36,17,2,14,3,12,728,21,0,60.666666666666664
30025,35,0,36,19,4,17,1,12,530,18,0,44.166666666666664
30026,65,0,16,17,10,30,1,3,920,18,0,306.6666666666667
30027,39,0,11,5,1,4,1,3,552,6,0,184.0
30028,26,1,48,6,10,14,3,3,168,25,0,56.0
30029,44,1,16,28,3,7,2,12,165,17,0,13.75
30030,31,0,2,11,1,4,3,1,433,30,0,433.0
30031,31,1,19,5,3,17,3,3,457,28,0,152.33333333333334
30032,61,1,20,2,6,18,3,12,734,7,1,61.166666666666664
30033,40,0,21,30,5,8,3,1,186,3,0,186.0
30034,43,1,27,20,0,2,1,12,933,10,0,77.75
30035,21,1,9,27,1,9,2,3,844,15,0,281.3333333333333
30036,44,1,1,25,1,18,2,1,694,16,0,694.0
30037,35,1,44,16,8,15,2,3,678,1,0,226.0
30038,18,1,5,25,7,4,1,1,226,17,0,226.0
30039,57,1,55,4,10,13,1,1,704,23,1,704.0
30040,46,1,8,24,3,9,2,12,490,14,0,40.833333333333336
30041,45,1,27,20,6,13,2,1,996,17,0,996.0
30042,37,1,48,17,5,21,2,12,390,26,1,32.5
30043,37,0,50,30,3,0,2,12,718,13,0,59.833333333333336
30044,59,1,6,29,10,22,3,3,148,9,0,49.333333333333336
30045,62,0,8,6,7,10,3,12,295,4,0,24.583333333333332
30046,59,1,7,17,0,21,1,3,178,17,0,59.333333333333336
30047,45,0,56,3,4,7,3,12,136,29,0,11.333333333333334
30048,31,0,15,14,6,14,1,12,704,5,0,58.666666666666664
30049,54,1,31,23,5,4,3,1,296,24,0,296.0
30050,29,0,10,18,8,24,1,1,706,18,1,706.0
30051,45,1,42,23,1,14,3,12,650,2,0,54.166666666666664
30052,31,1,50,26,6,17,2,1,802,26,1,802.0
30053,47,1,34,1,1,12,1,1,447,18,0,447.0
30054,50,0,7,13,10,7,3,3,985,20,0,328.3333333333333
30055,48,1,5,18,8,3,1,1,872,24,0,872.0
30056,46,0,26,28,9,4,2,12,455,28,0,37.916666666666664
30057,33,0,10,26,4,16,2,1,720,1,0,720.0
30058,37,0,21,27,9,24,3,3,818,26,0,272.6666666666667
30059,27,1,23,21,4,5,2,3,706,26,0,235.33333333333334
30060,31,0,28,2,7,12,3,12,693,28,0,57.75
30061,28,0,23,25,1,10,3,1,743,17,0,743.0
30062,51,1,8,14,2,26,2,3,306,30,0,102.0
30063,31,0,12,28,0,28,2,1,734,23,1,734.0
30064,23,1,49,23,10,27,3,1,175,12,1,175.0
30065,35,1,26,28,5,8,1,3,887,2,0,295.6666666666667
30066,52,0,34,25,7,0,2,12,202,20,0,16.833333333333332
30067,29,1,39,8,6,8,3,3,101,28,0,33.666666666666664
30068,35,1,58,28,7,25,1,12,833,9,1,69.41666666666667
30069,50,1,16,20,9,27,2,12,351,26,0,29.25
30070,28,1,7,8,1,7,3,3,464,2,0,154.66666666666666
30071,43,0,34,26,3,29,2,1,241,23,1,241.0
30072,49,0,15,23,4,15,3,12,934,9,0,77.83333333333333
30073,26,0,13,20,9,11,2,3,372,10,0,124.0
30074,34,0,29,7,8,15,2,1,775,3,0,775.0
30075,48,0,53,28,0,8,1,3,544,15,0,181.33333333333334
30076,53,0,2,7,7,15,3,12,795,5,0,66.25
30077,60,1,17,12,10,16,1,1,764,11,0,764.0
30078,65,0,5,8,0,28,1,12,322,29,1,26.833333333333332
30079,46,1,4,6,0,7,2,12,630,9,0,52.5
30080,38,1,42,11,7,22,2,3,492,22,1,164.0
30081,40,0,28,27,10,25,3,1,413,4,1,413.0
30082,29,0,48,16,5,28,1,1,969,5,1,969.0
30083,25,0,20,27,4,26,1,3,478,13,1,159.33333333333334
30084,30,0,14,24,4,21,2,3,940,25,0,313.3333333333333
30085,37,1,8,30,9,30,3,1,428,15,0,428.0
30086,63,0,36,1,0,23,2,3,744,8,0,248.0
30087,42,1,38,16,4,19,2,12,255,17,0,21.25
30088,39,1,53,14,8,15,2,3,225,1,0,75.0
30089,37,1,11,23,4,15,3,12,942,7,0,78.5
30090,19,0,19,1,6,21,2,12,100,2,1,8.333333333333334
30091,26,0,14,6,2,25,2,1,442,27,1,442.0
30092,57,0,9,15,7,21,2,1,630,1,1,630.0
30093,19,0,33,18,2,15,2,12,619,14,0,51.583333333333336
30094,44,0,27,30,3,18,3,3,806,10,0,268.6666666666667
30095,59,1,19,7,1,27,3,3,540,20,0,180.0
30096,22,0,46,16,7,25,1,1,262,6,1,262.0
30097,52,0,11,29,10,9,1,3,768,30,0,256.0
30098,28,0,46,14,1,15,1,1,642,23,0,642.0
30099,23,1,19,15,10,7,3,1,160,21,0,160.0
30100,33,0,31,8,0,3,1,1,847,11,0,847.0
30101,23,1,32,8,9,8,2,3,415,17,0,138.33333333333334
30102,47,0,39,26,4,10,1,1,618,29,0,618.0
30103,27,0,33,26,7,9,2,12,946,14,0,78.83333333333333
30104,44,0,46,15,0,29,3,1,927,22,1,927.0
30105,45,0,33,4,10,6,3,3,580,16,0,193.33333333333334
30106,57,1,50,9,10,28,2,3,251,9,1,83.66666666666667
30107,26,0,49,5,4,7,1,3,294,25,0,98.0
30108,65,0,23,16,5,17,3,1,648,10,0,648.0
30109,55,0,46,17,4,13,1,3,938,28,0,312.6666666666667
30110,54,1,41,25,6,8,3,1,272,21,0,272.0
30111,61,1,35,1,6,16,1,12,799,18,1,66.58333333333333
30112,41,1,13,8,9,18,3,12,315,18,0,26.25
30113,22,1,57,12,1,22,2,3,766,11,0,255.33333333333334
30114,25,0,35,17,6,3,2,12,823,14,0,68.58333333333333
30115,41,0,25,5,2,11,1,1,650,14,0,650.0
30116,50,1,35,19,4,13,2,1,599,15,0,599.0
30117,20,1,7,27,2,22,1,1,749,7,0,749.0
30118,45,1,55,27,9,27,3,12,693,3,1,57.75
30119,65,1,57,16,0,10,1,1,567,27,0,567.0
30120,58,0,34,1,5,0,2,12,233,18,1,19.416666666666668
30121,55,0,47,7,9,14,1,1,656,3,0,656.0
30122,56,1,26,29,5,11,3,1,804,30,0,804.0
30123,64,1,35,16,9,2,3,12,919,27,0,76.58333333333333
30124,27,0,22,10,2,6,2,1,604,6,0,604.0
30125,38,1,58,10,0,24,2,3,700,17,0,233.33333333333334
30126,29,1,17,23,3,13,2,1,157,15,0,157.0
30127,24,1,60,26,9,23,3,3,295,3,1,98.33333333333333
30128,27,1,32,9,8,14,2,3,412,23,0,137.33333333333334
30129,54,1,18,29,3,4,1,12,226,30,0,18.833333333333332
30130,58,0,37,4,4,19,3,1,169,22,1,169.0
30131,48,0,5,15,0,6,3,3,222,30,0,74.0
30132,38,1,39,1,9,3,2,3,986,2,0,328.6666666666667
30133,36,0,23,10,8,18,2,1,123,21,0,123.0
30134,54,0,27,29,0,15,3,1,739,22,0,739.0
30135,22,0,45,23,4,29,2,1,876,18,1,876.0
30136,50,1,30,27,9,11,1,12,132,14,0,11.0
30137,54,1,43,2,10,16,3,3,375,12,1,125.0
30138,39,1,44,30,4,25,3,3,311,26,0,103.66666666666667
30139,56,0,38,12,10,26,1,12,143,27,1,11.916666666666666
30140,47,1,28,9,0,10,3,12,516,25,0,43.0
30141,55,1,10,30,10,1,3,3,934,12,0,311.3333333333333
30142,44,0,7,1,8,6,3,12,678,12,1,56.5
30143,41,1,35,7,3,6,3,12,980,19,0,81.66666666666667
30144,34,0,27,13,5,22,1,3,493,8,1,164.33333333333334
30145,47,1,4,7,2,6,1,3,427,7,0,142.33333333333334
30146,58,0,49,18,4,0,3,1,434,22,0,434.0
30147,27,1,10,30,4,27,2,12,267,21,0,22.25
30148,38,0,38,16,4,22,3,1,310,22,1,310.0
30149,45,1,14,21,2,24,3,1,363,23,0,363.0
30150,49,0,4,5,9,14,1,1,775,19,0,775.0
30151,18,1,29,14,10,11,3,3,496,5,0,165.33333333333334
30152,56,0,4,14,1,4,1,3,298,21,0,99.33333333333333
30153,61,0,43,28,8,1,1,3,309,21,0,103.0
30154,31,0,40,23,6,7,3,1,605,17,0,605.0
30155,60,0,58,11,4,18,1,1,224,20,0,224.0
30156,58,0,44,27,0,15,2,3,925,11,0,308.3333333333333
30157,47,0,53,29,8,25,3,1,428,3,1,428.0
30158,63,0,8,25,5,27,3,1,894,20,1,894.0
30159,64,0,57,7,4,8,3,12,645,22,0,53.75
30160,29,1,12,17,4,16,2,1,383,1,0,383.0
30161,55,0,56,20,9,5,3,3,126,7,0,42.0
30162,57,1,56,6,5,4,3,3,508,8,0,169.33333333333334
30163,21,0,59,21,8,0,1,12,429,6,0,35.75
30164,22,0,36,23,7,20,3,12,162,20,1,13.5
30165,51,0,40,7,10,28,3,12,739,21,1,61.583333333333336
30166,41,0,48,2,6,8,3,3,461,2,0,153.66666666666666
30167,33,1,50,8,8,3,1,3,294,8,0,98.0
30168,27,1,49,14,4,6,3,3,807,22,0,269.0
30169,53,1,55,30,1,13,3,1,465,19,0,465.0
30170,26,1,29,1,4,8,3,1,275,28,0,275.0
30171,39,1,35,24,8,1,1,12,194,19,0,16.166666666666668
30172,25,1,47,28,0,17,1,3,211,24,0,70.33333333333333
30173,44,0,13,3,3,10,3,3,227,10,0,75.66666666666667
30174,20,1,25,4,6,4,3,3,768,13,0,256.0
30175,37,1,7,18,4,14,3,3,522,3,0,174.0
30176,56,1,53,15,6,19,2,12,586,15,1,48.833333333333336
30177,22,1,21,3,0,3,3,12,139,24,0,11.583333333333334
30178,64,0,5,19,8,29,2,1,881,16,1,881.0
30179,19,1,8,27,8,25,1,1,886,8,0,886.0
30180,65,1,55,29,7,16,1,3,233,27,1,77.66666666666667
30181,57,0,53,4,7,23,2,12,526,12,1,43.833333333333336
30182,20,1,42,19,0,15,3,3,102,25,0,34.0
30183,26,0,43,2,3,7,1,12,679,30,0,56.583333333333336
30184,60,0,2,22,6,26,2,12,752,2,0,62.666666666666664
30185,25,0,2,11,9,20,1,3,852,16,0,284.0
30186,63,1,40,29,0,5,2,3,959,20,0,319.6666666666667
30187,64,1,45,4,7,27,1,12,186,15,1,15.5
30188,64,0,38,12,0,19,3,12,339,3,0,28.25
30189,25,1,59,29,9,12,3,1,375,21,0,375.0
30190,54,1,35,15,2,27,3,12,714,9,0,59.5
30191,56,0,7,23,10,8,2,3,867,9,0,289.0
30192,64,0,3,17,9,30,2,3,339,13,1,113.0
30193,24,1,10,8,7,27,2,12,814,19,0,67.83333333333333
30194,45,0,37,24,0,10,1,3,928,6,0,309.3333333333333
30195,43,0,46,13,1,4,3,12,501,15,0,41.75
30196,58,1,19,8,8,25,3,1,710,29,0,710.0
30197,35,1,30,2,7,20,2,3,184,5,1,61.333333333333336
30198,23,0,21,21,9,4,3,12,366,20,0,30.5
30199,50,1,18,8,2,5,3,1,511,29,0,511.0
30200,21,1,43,18,9,17,1,1,407,24,1,407.0
30201,59,0,38,22,0,12,3,3,704,4,0,234.66666666666666
30202,26,0,8,20,6,15,2,3,191,16,0,63.666666666666664
30203,40,0,31,10,7,21,2,3,711,2,1,237.0
30204,55,0,40,24,7,23,3,12,381,17,1,31.75
30205,53,0,48,26,10,22,3,3,183,30,1,61.0
30206,54,1,29,13,0,5,3,12,292,18,0,24.333333333333332
30207,38,1,53,30,7,2,2,1,688,16,0,688.0
30208,58,1,36,9,2,2,3,12,952,9,0,79.33333333333333
30209,26,0,21,2,10,27,1,1,462,2,1,462.0
30210,56,0,26,4,3,23,3,1,360,26,1,360.0
30211,26,0,35,27,8,2,2,12,783,28,0,65.25
30212,37,0,58,17,1,23,3,12,285,8,1,23.75
30213,22,1,8,6,6,13,3,12,266,5,0,22.166666666666668
30214,56,1,9,25,3,8,2,1,436,13,0,436.0
30215,57,1,8,22,3,27,3,3,321,25,0,107.0
30216,64,0,15,20,8,29,2,3,904,22,0,301.3333333333333
30217,44,1,7,19,5,18,2,1,319,21,0,319.0
30218,59,1,42,25,7,8,3,1,736,6,0,736.0
30219,57,0,57,24,9,21,3,12,856,3,1,71.33333333333333
30220,28,0,34,24,3,21,2,1,458,6,1,458.0
30221,22,0,38,1,9,30,2,12,240,23,1,20.0
30222,51,0,56,7,2,24,3,3,510,3,0,170.0
30223,37,0,9,3,8,16,2,3,447,15,0,149.0
30224,29,0,36,11,8,4,2,3,923,10,0,307.6666666666667
30225,35,1,1,17,9,26,2,12,628,15,0,52.333333333333336
30226,52,1,54,12,7,10,1,12,939,27,0,78.25
30227,41,1,55,24,10,4,1,3,884,13,0,294.6666666666667
30228,47,1,60,15,3,0,2,1,439,29,0,439.0
30229,37,1,8,17,10,16,2,1,624,17,0,624.0
30230,23,1,30,2,2,16,2,12,894,21,0,74.5
30231,39,0,59,24,3,24,2,3,263,13,1,87.66666666666667
30232,22,1,50,12,4,24,3,1,294,26,0,294.0
30233,41,0,60,4,8,23,2,1,462,14,1,462.0
30234,31,0,36,28,10,14,1,3,197,28,0,65.66666666666667
30235,55,1,12,6,10,20,3,1,783,19,0,783.0
30236,32,1,29,5,8,4,1,12,939,10,0,78.25
30237,28,0,3,21,10,1,1,12,947,14,0,78.91666666666667
30238,40,0,42,22,3,28,1,3,745,23,0,248.33333333333334
30239,20,0,20,9,4,5,3,3,389,6,0,129.66666666666666
30240,18,0,36,28,7,0,2,12,849,28,0,70.75
30241,33,0,52,14,10,24,1,12,891,26,1,74.25
30242,33,1,38,22,10,21,1,3,728,12,1,242.66666666666666
30243,57,1,51,15,5,17,1,1,401,19,1,401.0
30244,30,0,57,17,7,20,1,12,455,29,1,37.916666666666664
30245,35,0,9,1,1,20,2,1,608,5,0,608.0
30246,25,1,23,9,0,0,1,3,990,16,0,330.0
30247,59,0,53,30,2,17,1,1,515,13,0,515.0
30248,40,0,59,5,1,5,2,12,956,24,0,79.66666666666667
30249,25,0,52,24,8,14,2,1,516,17,0,516.0
30250,62,1,22,8,10,6,2,12,963,2,0,80.25
30251,55,0,15,13,6,16,1,12,819,24,0,68.25
30252,36,0,51,19,3,29,3,3,441,24,1,147.0
30253,60,0,43,19,9,15,2,1,735,13,0,735.0
30254,59,1,26,26,8,25,2,3,930,27,1,310.0
30255,53,1,31,9,0,7,2,3,177,29,0,59.0
30256,23,0,36,8,2,0,1,1,783,28,0,783.0
30257,49,1,26,16,7,21,3,12,858,13,1,71.5
30258,43,1,42,16,3,30,1,12,942,23,0,78.5
30259,19,0,12,5,3,14,3,1,409,22,0,409.0
30260,51,1,53,20,5,25,3,12,628,25,1,52.333333333333336
30261,21,0,56,8,5,27,3,12,756,8,1,63.0
30262,51,0,43,20,4,22,2,1,441,1,1,441.0
30263,49,0,47,5,8,21,3,12,668,21,1,55.666666666666664
30264,45,0,47,16,4,15,3,3,816,15,0,272.0
30265,19,1,36,1,7,23,3,1,214,28,1,214.0
30266,50,0,2,11,8,24,1,1,890,2,1,890.0
30267,33,1,24,23,9,9,1,12,528,18,0,44.0
30268,39,1,11,1,9,27,3,3,328,18,0,109.33333333333333
30269,33,0,20,14,6,30,3,3,150,29,1,50.0
30270,64,1,14,28,7,13,1,1,908,3,0,908.0
30271,39,0,26,2,8,7,1,3,925,28,0,308.3333333333333
30272,21,1,36,24,8,27,3,1,730,11,1,730.0
30273,29,0,46,6,5,12,2,3,900,30,0,300.0
30274,38,1,10,21,10,25,3,12,790,13,0,65.83333333333333
30275,46,0,10,13,9,11,3,3,629,6,0,209.66666666666666
30276,40,1,22,7,6,13,3,12,725,12,0,60.416666666666664
30277,24,0,13,19,3,2,1,1,505,26,0,505.0
30278,53,1,25,20,6,7,1,12,607,8,0,50.583333333333336
30279,63,1,27,15,6,29,1,1,884,4,1,884.0
30280,58,1,55,13,1,30,3,3,594,23,0,198.0
30281,37,0,12,3,7,24,1,1,795,7,1,795.0
30282,34,0,3,9,5,7,2,1,656,24,0,656.0
30283,40,1,28,19,4,19,2,3,385,18,0,128.33333333333334
30284,19,1,59,12,10,0,2,3,747,1,0,249.0
30285,24,1,20,17,9,6,3,12,981,5,0,81.75
30286,28,1,45,25,4,4,2,3,154,3,0,51.333333333333336
30287,20,0,44,28,10,1,2,12,379,14,0,31.583333333333332
30288,38,0,46,12,8,1,2,12,950,8,0,79.16666666666667
30289,35,0,5,21,10,20,1,12,754,15,0,62.833333333333336
30290,46,0,15,8,7,6,2,1,755,11,0,755.0
30291,44,0,18,20,3,18,2,12,918,22,0,76.5
30292,47,1,27,12,8,13,3,3,743,28,0,247.66666666666666
30293,20,1,17,14,5,19,1,3,982,9,0,327.3333333333333
30294,60,0,11,24,6,15,2,1,444,21,0,444.0
30295,45,0,54,18,0,27,1,3,681,18,0,227.0
30296,59,1,15,7,1,24,3,12,759,7,0,63.25
30297,59,0,59,27,8,1,3,1,745,5,0,745.0
30298,25,0,55,28,2,25,2,3,439,8,1,146.33333333333334
30299,60,0,8,18,1,7,3,12,914,1,0,76.16666666666667
30300,63,1,60,18,10,26,1,12,444,25,1,37.0
30301,41,1,5,27,10,20,2,3,331,23,0,110.33333333333333
30302,25,1,8,21,8,15,2,1,770,3,0,770.0
30303,55,1,60,24,5,27,2,1,430,25,1,430.0
30304,48,0,1,18,4,8,3,3,804,19,0,268.0
30305,33,0,58,26,5,5,2,1,759,8,0,759.0
30306,33,1,32,13,1,26,1,1,347,19,0,347.0
30307,57,1,5,3,6,17,3,12,509,3,1,42.416666666666664
30308,43,1,39,14,1,9,2,1,206,10,0,206.0
30309,25,1,50,11,0,2,2,3,951,9,0,317.0
30310,19,0,51,23,4,15,3,12,318,22,0,26.5
30311,31,1,12,21,5,18,1,1,427,22,0,427.0
30312,25,1,34,14,3,12,3,12,559,20,0,46.583333333333336
30313,28,1,16,2,0,22,2,1,736,4,0,736.0
30314,19,1,38,19,0,22,2,3,686,16,0,228.66666666666666
30315,47,1,42,29,6,21,3,12,258,5,1,21.5
30316,21,0,42,23,3,6,2,3,658,16,0,219.33333333333334
30317,31,1,34,28,10,27,1,1,117,28,1,117.0
30318,48,1,55,22,7,3,1,3,151,9,0,50.333333333333336
30319,61,1,41,11,6,15,3,12,152,8,0,12.666666666666666
30320,51,1,27,29,8,28,3,3,471,3,1,157.0
30321,58,0,37,12,5,13,1,3,815,30,0,271.6666666666667
30322,35,1,15,20,0,19,1,1,995,1,0,995.0
30323,65,1,53,2,5,13,3,12,603,4,1,50.25
30324,24,1,21,8,8,29,2,1,269,10,0,269.0
30325,62,1,43,13,5,14,1,1,383,30,0,383.0
30326,25,1,8,29,10,30,1,1,880,26,0,880.0
30327,62,0,41,1,4,20,3,12,897,12,1,74.75
30328,21,1,21,15,9,22,2,3,476,21,0,158.66666666666666
30329,20,1,16,3,7,10,3,12,743,1,0,61.916666666666664
30330,42,1,44,13,3,5,1,3,335,10,0,111.66666666666667
30331,21,1,19,28,7,17,1,1,573,5,0,573.0
30332,20,0,35,30,3,28,3,1,522,26,1,522.0
30333,56,1,24,23,8,6,1,3,534,4,0,178.0
30334,48,1,25,22,0,24,3,12,548,26,0,45.666666666666664
30335,28,1,55,9,9,29,1,1,606,11,1,606.0
30336,41,0,1,8,2,26,2,3,669,23,0,223.0
30337,22,0,52,16,0,19,1,1,644,10,0,644.0
30338,55,1,45,11,8,13,1,3,286,21,0,95.33333333333333
30339,37,1,42,22,1,13,2,3,714,17,0,238.0
30340,53,0,1,22,10,6,3,1,177,16,0,177.0
30341,51,1,59,14,10,11,1,12,523,30,0,43.583333333333336
30342,37,0,42,29,3,26,2,12,672,14,0,56.0
30343,53,1,18,12,2,11,2,12,965,6,0,80.41666666666667
30344,48,0,18,14,1,30,3,1,283,30,1,283.0
30345,64,0,12,8,4,1,1,1,209,9,0,209.0
30346,25,0,4,11,7,17,3,12,169,5,0,14.083333333333334
30347,42,0,53,3,4,7,3,3,136,4,0,45.333333333333336
30348,42,0,32,21,10,21,1,3,728,25,1,242.66666666666666
30349,54,1,25,8,8,26,1,1,136,9,1,136.0
30350,29,1,52,25,2,5,3,12,702,1,0,58.5
30351,21,1,23,4,2,0,3,1,212,6,0,212.0
30352,41,0,13,27,3,13,2,12,771,23,0,64.25
30353,36,0,13,28,1,9,2,12,761,10,0,63.416666666666664
30354,28,0,30,27,5,1,3,12,537,25,0,44.75
30355,29,1,37,8,1,6,1,3,671,6,0,223.66666666666666
30356,25,0,33,2,1,0,3,12,785,18,0,65.41666666666667
30357,63,1,51,12,9,7,3,1,501,11,0,501.0
30358,28,0,39,7,10,19,2,12,513,14,1,42.75
30359,49,1,1,28,5,17,3,3,946,3,0,315.3333333333333
30360,51,0,10,30,4,26,3,3,883,26,0,294.3333333333333
30361,58,0,44,10,9,12,2,1,114,28,0,114.0
30362,39,1,25,10,2,16,2,1,264,15,0,264.0
30363,45,0,19,29,3,16,1,12,618,25,0,51.5
30364,62,0,40,20,10,13,3,1,743,1,0,743.0
30365,47,1,4,3,6,0,3,1,540,14,0,540.0
