Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges
24,1,13,15,8,20,1,1,995,11,0,995
57,0,33,24,4,19,3,12,710,25,0,59.17
34,1,56,29,9,18,1,3,524,6,1,174.67
19,0,5,16,6,21,3,1,628,21,1,628
55,1,16,7,3,15,2,12,139,20,0,11.58
33,0,3,20,6,6,1,12,823,29,0,68.58
29,0,34,7,8,30,2,3,509,30,1,169.67
56,1,10,17,6,12,2,3,251,28,0,83.67
20,0,4,3,0,21,1,1,726,24,1,726
41,1,50,18,7,5,1,3,423,3,0,141
54,0,19,25,3,19,2,12,357,21,0,29.75
26,1,10,23,4,26,2,1,629,11,0,629
27,0,41,4,9,30,3,3,715,9,1,238.33
53,1,25,4,4,8,2,12,575,15,1,47.92
63,0,54,20,3,24,3,1,259,19,1,259
63,0,48,22,5,11,3,3,748,26,0,249.33
62,0,55,27,5,17,2,3,368,23,1,122.67
34,1,25,3,0,23,3,12,494,26,0,41.17
27,0,51,15,5,15,1,1,206,24,0,206
24,0,21,24,7,22,1,3,649,14,0,216.33
25,0,23,15,10,18,2,12,490,5,0,40.83
61,1,20,23,0,18,2,1,726,29,0,726
51,1,10,9,9,24,2,1,679,6,0,679
60,1,7,8,8,2,1,3,183,21,0,61
52,1,39,8,5,22,1,3,513,16,1,171
37,1,57,21,3,9,1,12,871,26,0,72.58
55,1,45,12,4,27,1,3,365,26,0,121.67
54,0,41,3,1,11,3,12,247,26,0,20.58
59,1,43,25,6,27,3,1,682,22,1,682
50,1,26,27,3,15,3,1,921,23,0,921
18,0,3,12,4,11,3,12,890,2,0,74.17
26,0,12,9,8,7,3,1,418,9,0,418
33,0,59,23,1,9,3,1,885,6,0,885
27,1,30,6,5,24,2,12,720,4,1,60
50,0,59,15,7,22,1,12,163,21,1,13.58
45,0,16,6,8,28,1,12,136,27,1,11.33
64,0,26,20,4,14,2,12,470,25,0,39.17
30,1,27,20,9,7,3,12,554,21,0,46.17
55,0,25,6,4,29,1,1,442,23,1,442
41,1,44,29,1,29,1,1,546,23,0,546
36,0,48,13,10,28,1,12,373,5,1,31.08
61,0,60,17,10,7,3,3,324,14,0,108
44,0,59,5,10,25,3,3,524,16,1,174.67
43,0,32,17,1,18,2,12,156,17,0,13
22,1,1,1,10,7,2,12,397,27,1,33.08
37,1,26,8,6,27,2,3,593,18,1,197.67
36,1,44,15,10,11,2,12,506,1,0,42.17
48,1,41,12,9,7,1,1,681,22,0,681
23,0,19,4,1,16,3,3,341,1,0,113.67
38,1,40,21,0,2,1,12,319,24,0,26.58
42,1,59,25,6,11,2,3,728,21,0,242.67
30,1,28,24,5,13,3,12,936,23,0,78
54,0,20,2,10,12,2,3,236,22,1,78.67
30,1,2,18,9,27,1,1,769,23,0,769
51,0,28,5,0,8,2,1,178,6,0,178
64,0,56,30,6,22,1,3,881,4,1,293.67
52,1,18,3,6,5,1,1,636,16,1,636
42,1,54,8,0,15,3,3,670,7,0,223.33
45,0,47,13,6,3,2,3,490,15,0,163.33
64,1,42,10,1,11,1,3,516,16,0,172
35,1,45,10,4,4,2,1,180,28,0,180
57,0,42,1,3,13,1,3,401,13,0,133.67
52,0,48,25,6,25,3,1,135,13,1,135
35,1,37,1,4,3,3,1,357,27,0,357
23,1,18,6,4,11,3,3,663,11,0,221
56,0,54,14,5,13,3,1,768,3,0,768
28,1,42,18,1,15,2,12,448,16,0,37.33
48,0,33,21,4,18,3,12,225,17,0,18.75
35,1,37,10,6,8,3,12,644,16,0,53.67
38,1,19,27,9,27,2,12,945,16,0,78.75
56,0,13,13,9,15,1,3,689,3,0,229.67
40,0,57,23,0,2,1,3,862,14,0,287.33
23,0,45,15,2,24,2,1,271,15,1,271
18,0,30,7,5,25,2,3,107,11,1,35.67
19,1,3,18,9,18,2,3,868,23,0,289.33
58,1,32,6,2,11,1,1,784,18,0,784
61,0,28,6,4,1,1,12,190,1,0,15.83
41,1,27,3,1,15,1,12,765,18,0,63.75
58,1,15,11,6,6,3,3,707,15,0,235.67
51,1,58,19,5,1,2,12,535,27,0,44.58
21,1,58,16,8,22,2,12,855,12,1,71.25
23,1,49,2,9,11,1,12,375,3,0,31.25
64,1,57,22,6,12,1,1,762,29,0,762
25,1,18,21,9,10,1,12,598,17,0,49.83
49,0,41,5,5,25,2,12,832,6,1,69.33
61,0,11,20,0,28,2,1,873,2,1,873
50,1,34,12,1,30,2,1,440,26,0,440
26,1,19,26,2,24,1,1,254,26,0,254
63,1,52,22,7,16,3,1,595,10,1,595
41,0,47,18,7,22,2,1,819,2,1,819
27,1,19,8,8,14,2,3,686,5,0,228.67
18,1,1,5,10,25,2,1,221,14,0,221
56,1,9,10,3,15,3,1,561,10,0,561
19,0,36,15,3,26,2,3,817,23,0,272.33
29,1,18,8,8,28,1,1,233,14,0,233
22,1,43,22,9,12,3,12,969,17,0,80.75
41,1,54,28,5,4,2,12,249,4,0,20.75
43,1,57,16,4,6,1,3,802,10,0,267.33
34,0,54,21,5,27,1,3,803,22,1,267.67
38,1,50,16,6,10,2,12,546,18,0,45.5
32,0,52,4,1,16,3,1,430,27,0,430
55,0,37,17,10,8,1,3,587,22,0,195.67
53,0,45,19,3,16,2,12,710,7,0,59.17
22,0,8,1,10,8,2,3,392,20,0,130.67
29,1,7,6,6,25,3,3,732,4,0,244
40,1,48,8,10,4,3,12,226,13,0,18.83
54,1,8,12,10,11,3,1,384,18,0,384
35,1,53,29,0,15,3,1,821,1,0,821
25,0,31,3,9,4,3,12,732,18,0,61
56,1,4,19,9,2,1,12,218,5,0,18.17
19,0,21,9,4,6,3,12,947,30,0,78.92
27,1,33,26,8,8,3,3,950,13,0,316.67
46,1,32,26,5,14,3,1,779,8,0,779
35,0,46,2,5,7,1,12,134,26,1,11.17
65,0,9,1,3,29,2,12,125,17,1,10.42
53,0,41,3,5,8,1,3,721,16,1,240.33
46,0,58,10,1,27,2,1,207,1,1,207
63,0,46,10,9,7,3,3,840,24,0,280
65,1,38,24,3,13,3,12,500,20,0,41.67
43,0,9,22,4,27,1,1,720,20,1,720
61,1,28,8,5,25,1,12,367,9,1,30.58
27,0,5,29,3,26,1,3,500,28,0,166.67
65,1,18,14,5,6,2,3,801,16,0,267
64,0,12,21,5,16,2,1,683,13,0,683
46,0,19,28,8,11,1,1,540,24,0,540
42,1,26,11,8,0,1,3,775,6,0,258.33
64,0,52,29,10,5,2,3,874,21,0,291.33
64,0,14,4,8,0,2,3,426,24,1,142
35,1,24,1,7,10,3,1,751,15,0,751
51,0,30,3,5,20,3,3,240,12,1,80
21,0,1,2,5,2,2,12,584,12,1,48.67
18,1,46,13,6,5,3,3,456,16,0,152
50,0,41,16,0,23,1,12,340,11,1,28.33
39,0,13,20,3,24,3,12,463,6,1,38.58
44,1,37,1,4,5,2,3,767,4,0,255.67
30,1,55,2,2,6,3,12,106,13,1,8.83
29,1,26,24,0,27,3,3,449,4,0,149.67
29,0,13,23,0,13,1,3,418,10,0,139.33
51,0,23,6,9,12,2,3,594,24,0,198
18,1,52,4,9,13,3,3,764,3,0,254.67
53,1,31,14,5,27,3,12,282,27,1,23.5
52,0,55,23,3,8,2,3,717,2,0,239
63,1,58,2,10,17,2,12,253,24,1,21.08
65,0,50,18,3,27,1,1,134,7,1,134
39,1,16,12,0,15,1,12,445,28,0,37.08
44,0,22,6,10,28,2,3,959,19,0,319.67
47,0,57,11,8,23,2,1,891,15,1,891
18,0,58,19,8,4,3,3,842,24,0,280.67
26,0,7,11,7,5,2,1,798,22,0,798
52,0,57,17,5,16,2,1,445,14,1,445
31,0,54,6,7,29,1,12,672,22,1,56
49,1,29,30,6,20,3,1,890,30,1,890
25,1,55,28,0,10,1,12,589,27,0,49.08
53,1,58,6,9,17,1,3,127,9,1,42.33
21,1,11,19,2,17,2,1,285,20,0,285
54,1,32,30,7,12,3,3,576,2,0,192
24,1,59,28,3,8,2,1,982,30,0,982
34,1,50,11,7,25,2,1,173,17,1,173
30,1,36,3,0,20,3,12,673,21,0,56.08
49,0,58,4,7,3,3,12,484,26,0,40.33
21,0,46,25,0,20,1,1,799,13,0,799
46,0,5,9,5,26,3,1,181,21,1,181
39,0,58,20,1,24,1,12,882,28,0,73.5
37,1,17,26,3,23,2,1,874,22,0,874
39,1,36,3,0,21,1,3,595,28,0,198.33
47,0,10,21,7,7,1,3,212,23,0,70.67
33,0,25,27,7,7,1,1,926,6,0,926
24,1,28,20,3,19,3,1,594,10,0,594
60,1,27,24,9,16,1,1,874,15,1,874
29,1,1,18,8,13,1,1,751,22,0,751
20,1,25,2,0,30,1,3,205,19,0,68.33
35,0,42,17,5,10,1,12,518,18,0,43.17
46,1,46,14,9,27,1,12,951,14,1,79.25
60,1,39,19,5,4,3,12,703,11,0,58.58
57,1,4,13,1,23,1,1,172,1,0,172
57,0,41,26,5,1,1,1,539,14,0,539
53,0,57,3,0,29,3,1,637,30,1,637
39,0,29,16,1,13,1,12,274,26,0,22.83
20,0,38,5,4,23,2,12,167,17,1,13.92
44,0,31,27,4,24,2,1,730,30,1,730
23,1,36,22,2,23,3,1,887,23,0,887
60,0,2,26,4,10,3,12,783,14,0,65.25
40,0,55,14,5,1,1,3,324,12,0,108
56,1,10,27,3,22,1,3,710,16,0,236.67
23,1,21,21,3,10,1,3,175,2,0,58.33
46,0,35,15,8,9,3,3,369,25,0,123
49,0,23,23,8,10,2,12,424,16,0,35.33
47,1,37,23,8,25,3,3,469,26,1,156.33
47,1,53,10,3,4,1,12,547,17,0,45.58
59,0,33,19,8,20,1,12,776,23,1,64.67
42,0,12,15,0,15,2,1,184,4,0,184
57,0,56,19,10,13,3,1,430,29,0,430
65,0,53,20,9,21,1,3,539,28,1,179.67
37,1,36,29,7,18,3,1,897,15,1,897
59,1,42,7,2,29,2,3,669,21,0,223
23,1,47,9,0,5,1,3,571,14,0,190.33
24,0,33,22,7,10,3,3,247,5,0,82.33
58,0,46,3,2,8,1,12,637,19,0,53.08
35,1,32,3,10,11,2,1,677,8,0,677
27,0,53,10,9,4,3,12,535,21,0,44.58
47,1,13,10,8,2,2,1,707,23,0,707
24,0,25,16,9,3,3,12,677,16,0,56.42
52,1,27,5,6,12,2,3,739,28,1,246.33
37,1,7,22,2,21,1,3,901,26,0,300.33
32,1,47,13,6,8,1,1,839,23,0,839
37,0,52,26,0,18,1,3,521,20,0,173.67
60,0,2,10,7,7,2,3,829,3,0,276.33
59,0,44,16,5,3,3,3,632,17,0,210.67
39,0,49,27,7,6,1,12,823,26,0,68.58
43,1,22,15,8,30,1,1,210,22,0,210
61,1,25,2,4,23,3,3,568,8,1,189.33
65,1,19,13,2,5,1,12,260,9,0,21.67
48,0,55,4,5,3,1,12,110,15,0,9.17
39,0,45,5,8,6,1,12,441,1,0,36.75
37,0,52,29,4,9,1,12,736,8,0,61.33
65,0,36,2,0,1,2,1,601,6,0,601
39,1,3,23,3,14,2,12,873,8,0,72.75
63,0,11,13,9,6,1,12,671,7,0,55.92
20,0,10,13,9,26,3,12,311,30,1,25.92
47,1,19,26,8,3,1,12,847,1,0,70.58
57,0,35,3,9,14,1,3,359,27,1,119.67
29,1,37,12,7,11,2,1,973,4,0,973
23,0,34,24,0,14,1,3,189,28,0,63
40,0,21,28,4,28,1,3,909,6,0,303
35,0,14,17,8,27,2,3,807,4,0,269
22,1,27,16,8,28,2,1,897,27,1,897
35,0,36,14,8,15,1,1,193,11,0,193
27,1,46,21,5,22,3,1,975,10,1,975
64,0,24,27,4,17,3,1,447,21,0,447
29,0,32,8,2,1,1,1,523,13,0,523
56,1,52,9,10,2,2,1,852,10,0,852
37,1,40,22,4,19,3,12,396,11,0,33
35,0,4,24,9,29,3,1,262,13,1,262
42,1,14,1,0,17,1,1,557,9,0,557
48,1,29,7,8,21,1,12,907,17,1,75.58
54,1,49,23,0,24,1,12,201,15,0,16.75
38,1,51,22,9,17,2,3,117,18,1,39
50,1,29,13,10,27,1,3,150,11,1,50
55,0,30,17,2,0,2,3,648,6,0,216
55,1,22,1,2,0,1,1,477,15,0,477
65,1,32,10,9,3,2,12,879,24,0,73.25
65,0,47,10,9,27,1,1,319,3,1,319
59,1,7,5,7,2,2,3,177,12,1,59
29,1,27,3,6,16,3,3,745,4,1,248.33
25,1,30,3,8,8,2,1,468,29,0,468
27,0,8,29,6,3,2,12,502,8,0,41.83
25,1,24,15,1,11,2,3,151,2,0,50.33
51,1,56,13,7,15,2,1,433,27,0,433
47,0,53,1,7,13,1,12,755,14,0,62.92
25,0,50,14,8,30,3,12,427,9,1,35.58
32,0,3,26,2,30,3,3,868,9,0,289.33
56,1,28,17,5,3,1,1,248,20,0,248
59,1,2,28,3,9,1,12,262,16,0,21.83
65,0,17,30,8,20,1,12,113,12,0,9.42
30,0,56,9,8,19,3,12,209,18,1,17.42
20,0,60,14,1,4,1,1,384,5,0,384
44,1,37,2,10,28,2,1,434,11,1,434
56,1,41,10,6,3,1,12,748,27,0,62.33
42,1,6,25,2,22,1,3,924,4,0,308
21,0,30,8,8,12,1,12,921,27,0,76.75
41,0,35,11,2,10,2,1,265,26,0,265
45,1,8,6,1,17,1,12,295,11,0,24.58
30,0,26,21,2,1,1,1,168,3,0,168
56,1,3,16,10,25,1,12,748,29,0,62.33
32,0,24,23,2,17,3,12,728,13,0,60.67
57,0,50,13,0,0,1,1,141,27,0,141
36,1,46,8,1,25,1,1,273,1,0,273
46,1,47,16,9,4,3,12,647,23,0,53.92
35,1,9,12,5,30,1,12,609,29,0,50.75
27,1,33,25,1,13,3,3,737,4,0,245.67
53,1,45,1,0,29,2,1,863,1,0,863
32,0,27,16,7,30,2,1,242,24,1,242
19,1,6,24,6,24,1,12,203,29,0,16.92
38,0,38,18,10,1,2,3,188,12,0,62.67
55,0,3,1,8,9,2,1,683,3,1,683
25,1,18,24,0,6,3,12,915,28,0,76.25
35,1,44,29,4,14,3,12,178,19,0,14.83
53,0,30,19,6,20,1,3,160,27,1,53.33
60,1,14,13,2,27,1,1,746,3,0,746
20,1,8,3,9,12,1,12,805,5,0,67.08
20,1,3,22,6,2,1,12,625,3,0,52.08
25,1,13,28,0,5,1,12,288,30,0,24
50,1,57,27,2,18,2,1,313,20,0,313
27,0,38,16,9,15,2,3,933,25,0,311
61,0,53,6,3,15,2,3,517,5,0,172.33
59,1,31,5,0,13,3,3,802,25,0,267.33
32,0,2,4,8,16,3,3,211,26,0,70.33
20,0,54,25,3,11,1,1,260,28,0,260
39,0,16,16,7,22,3,3,798,7,0,266
39,0,28,10,2,22,2,3,928,26,0,309.33
30,1,44,7,6,3,2,12,505,27,0,42.08
61,0,12,9,3,23,3,1,634,17,1,634
49,1,47,21,4,14,3,3,715,10,0,238.33
65,1,24,8,6,13,2,3,723,12,0,241
32,0,18,26,9,3,2,3,761,30,0,253.67
24,1,32,28,3,15,2,1,438,24,0,438
40,1,14,2,4,16,2,3,508,24,0,169.33
22,1,13,18,9,13,3,12,695,17,0,57.92
39,0,57,16,4,12,3,1,326,25,0,326
47,1,7,30,7,7,3,12,759,16,0,63.25
31,0,38,14,6,20,1,1,426,22,1,426
42,0,45,8,6,7,1,1,701,26,0,701
29,0,38,26,6,8,1,1,215,4,0,215
43,0,30,23,6,22,1,12,954,30,1,79.5
63,1,58,1,0,29,2,1,156,2,0,156
45,1,7,12,2,1,2,12,458,26,0,38.17
23,0,18,5,6,27,3,1,172,20,1,172
43,0,23,26,3,11,3,1,612,20,0,612
30,0,55,6,6,16,1,3,445,10,1,148.33
56,0,17,16,4,4,3,3,255,2,0,85
18,1,43,7,10,2,3,12,624,8,0,52
32,0,35,20,2,25,2,12,277,3,1,23.08
49,1,18,30,5,13,3,1,818,11,0,818
54,1,31,27,7,11,1,3,412,28,0,137.33
29,0,31,19,5,16,1,12,941,10,1,78.42
55,0,30,30,10,5,3,12,882,28,0,73.5
61,0,47,14,9,26,1,3,621,22,1,207
59,0,13,19,0,2,3,3,783,15,0,261
41,0,44,4,6,26,3,3,971,19,1,323.67
35,0,58,5,0,30,2,1,797,4,1,797
61,0,35,22,8,21,2,1,976,1,1,976
55,1,38,26,7,20,3,12,162,19,1,13.5
44,0,49,28,9,21,2,12,723,1,1,60.25
39,0,14,22,8,4,2,3,797,24,0,265.67
53,1,40,25,4,14,1,12,205,22,0,17.08
31,1,34,7,8,1,2,3,521,28,0,173.67
61,0,18,28,0,26,2,1,314,25,1,314
40,0,19,24,8,1,3,1,663,19,0,663
36,1,59,13,4,30,2,3,525,11,0,175
41,1,28,22,4,26,2,3,658,18,0,219.33
55,0,25,15,6,2,1,12,303,11,0,25.25
21,0,50,17,0,4,2,3,573,7,0,191
48,0,32,7,7,3,3,3,798,4,0,266
24,1,54,18,0,6,3,1,931,27,0,931
51,1,32,4,5,24,2,1,448,1,1,448
26,0,5,8,1,10,3,3,852,6,0,284
35,0,23,17,8,21,2,12,639,19,0,53.25
19,1,2,13,10,11,1,1,595,2,0,595
18,0,39,2,7,20,2,1,668,11,1,668
28,1,29,18,6,1,3,12,243,19,0,20.25
36,1,21,6,4,18,3,1,546,6,0,546
43,0,31,27,5,29,2,12,929,23,1,77.42
26,1,24,22,8,12,3,1,291,24,0,291
63,1,44,25,9,7,1,1,776,1,0,776
53,1,40,11,0,24,1,12,861,25,0,71.75
43,1,31,27,1,28,3,3,149,2,0,49.67
62,1,43,21,10,14,1,12,974,1,0,81.17
52,0,3,16,3,10,1,1,834,22,0,834
61,1,41,1,6,24,2,1,778,28,1,778
51,0,36,10,8,8,1,3,712,2,0,237.33
44,0,20,3,1,14,3,12,588,18,0,49
55,1,28,15,6,12,1,12,699,26,0,58.25
57,0,57,17,0,20,3,1,770,12,0,770
27,1,54,21,4,22,3,3,209,20,0,69.67
23,1,59,7,8,5,2,12,754,29,0,62.83
51,1,47,15,8,25,1,3,516,16,1,172
24,1,11,8,8,30,3,1,612,26,0,612
33,1,52,7,7,10,2,12,778,5,0,64.83
63,1,17,1,9,9,1,12,369,15,1,30.75
58,0,4,6,6,25,1,1,577,6,1,577
50,0,37,13,2,8,2,12,156,12,0,13
29,1,38,1,10,8,2,1,195,1,0,195
50,1,60,2,0,1,3,3,877,6,0,292.33
59,1,31,24,5,0,2,3,399,10,0,133
29,0,5,16,6,10,2,1,370,14,0,370
18,1,21,26,7,0,2,3,373,28,0,124.33
64,1,37,7,1,28,2,12,350,26,0,29.17
53,0,56,22,7,15,2,12,289,10,0,24.08
19,0,35,26,10,28,1,12,761,24,1,63.42
53,0,37,23,9,10,3,12,388,28,0,32.33
40,0,27,29,4,4,3,1,588,18,0,588
59,0,10,6,1,2,3,3,220,21,0,73.33
23,1,7,23,3,5,2,1,416,19,0,416
30,0,60,4,10,17,3,1,137,21,1,137
38,0,19,19,2,11,1,12,254,12,0,21.17
37,1,30,7,6,1,1,12,248,17,0,20.67
38,0,29,24,1,2,2,12,556,9,0,46.33
43,0,25,5,5,26,2,12,646,30,1,53.83
47,1,19,25,1,4,2,12,875,25,0,72.92
34,0,22,12,2,17,2,1,435,10,0,435
65,1,32,8,6,14,2,1,404,24,0,404
24,1,59,27,1,12,1,1,752,24,0,752
45,0,25,12,3,0,2,12,175,26,0,14.58
21,1,24,16,4,7,1,1,981,21,0,981
58,0,43,10,1,12,1,3,402,20,0,134
52,0,15,10,10,18,3,1,259,5,0,259
37,0,18,18,2,13,1,1,813,24,0,813
51,1,38,4,8,9,3,1,421,8,1,421
50,1,25,18,4,2,1,12,135,5,0,11.25
63,1,37,29,7,25,3,3,785,9,1,261.67
18,1,57,4,8,28,2,3,132,25,1,44
24,1,29,9,1,0,3,1,693,26,0,693
32,1,27,26,7,5,3,3,961,13,0,320.33
53,0,47,23,1,5,3,3,625,29,0,208.33
57,0,48,28,1,30,2,1,770,26,1,770
50,1,59,3,3,23,3,3,623,23,0,207.67
64,1,57,18,0,1,3,1,462,28,0,462
54,1,44,13,6,24,3,1,181,8,1,181
61,1,27,6,3,20,3,3,584,25,0,194.67
54,1,18,10,1,29,2,1,866,19,0,866
49,1,34,30,2,8,1,12,893,1,0,74.42
24,0,19,5,10,11,2,1,321,29,0,321
55,0,52,18,1,0,2,1,981,16,0,981
36,0,24,11,8,11,2,12,747,3,0,62.25
29,1,54,17,6,4,3,3,373,7,0,124.33
38,0,47,3,9,10,2,3,947,23,0,315.67
46,1,22,17,2,0,1,3,768,30,0,256
62,1,36,5,2,27,2,12,622,1,0,51.83
57,1,43,8,10,25,2,3,192,24,1,64
49,1,49,8,10,3,2,1,518,24,0,518
47,0,4,4,0,21,1,1,753,21,1,753
37,1,45,21,7,17,2,1,788,4,1,788
44,1,10,13,6,16,2,12,437,23,0,36.42
46,0,55,6,9,11,1,1,297,16,0,297
49,1,21,17,9,4,2,1,658,21,0,658
36,1,20,6,8,14,3,3,554,14,0,184.67
53,1,8,30,10,5,1,12,326,27,0,27.17
19,1,49,26,10,14,1,1,148,2,0,148
58,1,9,17,6,16,2,12,233,25,0,19.42
58,1,53,11,1,27,3,12,436,19,0,36.33
43,1,56,6,8,26,1,12,944,27,1,78.67
58,0,37,27,1,7,2,1,528,24,0,528
37,0,17,7,9,8,3,12,794,15,0,66.17
24,1,30,18,9,21,3,1,407,19,1,407
18,0,26,26,6,1,1,12,334,9,0,27.83
59,1,3,23,2,13,1,1,211,15,0,211
23,1,48,2,4,30,2,12,450,17,0,37.5
64,1,47,5,8,24,3,1,842,20,1,842
54,0,25,17,2,9,1,12,417,27,0,34.75
64,0,18,3,6,11,1,1,303,30,1,303
19,0,4,9,5,11,3,1,502,24,0,502
27,1,57,15,10,6,3,1,620,15,0,620
65,1,18,2,3,19,1,12,861,18,0,71.75
25,0,27,3,1,2,2,1,756,17,0,756
60,0,46,21,7,9,2,3,182,6,0,60.67
60,0,57,25,1,19,3,3,733,13,0,244.33
19,0,60,11,8,11,2,12,685,19,0,57.08
23,0,35,27,6,27,3,12,107,21,1,8.92
22,0,11,24,8,9,1,1,436,24,0,436
59,0,19,20,6,16,3,12,537,14,0,44.75
58,1,24,17,8,8,3,3,912,30,0,304
37,0,9,14,5,23,2,1,935,17,1,935
56,1,5,11,1,13,2,3,470,13,0,156.67
52,1,57,2,7,13,3,12,648,17,1,54
64,0,28,2,3,17,2,12,911,7,0,75.92
41,1,33,15,6,14,2,1,129,3,0,129
21,1,49,18,8,11,2,1,291,11,0,291
24,0,23,13,1,15,3,1,106,16,0,106
49,0,29,21,5,27,3,12,521,16,1,43.42
21,1,20,18,3,5,2,1,545,26,0,545
59,0,23,27,1,8,2,3,781,25,0,260.33
48,0,48,23,3,22,3,12,713,17,0,59.42
61,0,59,9,7,14,1,1,965,27,0,965
50,0,48,27,6,29,1,1,911,25,1,911
26,0,2,2,10,23,1,12,651,21,1,54.25
53,1,46,25,5,21,1,1,179,3,1,179
50,1,6,9,7,6,3,3,313,29,0,104.33
34,0,60,20,5,7,3,3,868,17,0,289.33
56,1,33,25,7,17,3,1,766,9,1,766
49,1,21,9,7,27,2,3,350,27,0,116.67
34,1,32,24,0,16,2,12,888,14,0,74
23,1,31,8,8,22,2,1,640,5,1,640
53,0,12,18,2,24,1,1,296,29,1,296
60,0,42,19,2,7,2,1,879,14,0,879
53,1,25,3,2,8,2,1,195,13,0,195
54,1,51,12,0,25,1,3,752,24,0,250.67
50,1,6,14,7,23,2,3,178,12,0,59.33
23,0,35,8,0,22,1,1,382,25,1,382
35,0,51,1,1,16,3,3,523,3,0,174.33
24,0,45,14,9,3,1,3,819,14,0,273
53,1,5,27,0,15,3,12,749,18,0,62.42
26,0,58,22,6,18,2,3,613,23,1,204.33
20,0,21,17,1,1,3,3,430,2,0,143.33
31,1,26,12,4,18,3,1,571,10,0,571
33,1,38,20,5,17,3,1,392,10,1,392
50,1,50,8,10,20,1,3,796,28,1,265.33
50,0,35,29,5,14,3,12,595,1,0,49.58
37,0,5,14,4,18,3,3,684,20,0,228
49,0,30,2,7,30,3,1,131,16,1,131
19,1,1,10,10,21,3,12,601,24,0,50.08
30,1,21,1,5,22,2,3,852,26,0,284
65,1,22,4,6,3,2,12,981,25,1,81.75
46,1,22,19,2,27,1,12,543,16,0,45.25
35,1,59,4,1,28,2,12,668,19,0,55.67
55,1,44,28,7,12,2,1,185,6,0,185
39,1,48,17,6,4,3,3,165,25,0,55
43,0,34,8,2,10,1,1,354,29,0,354
32,0,13,11,3,10,3,1,743,22,0,743
39,0,42,22,2,1,1,3,510,12,0,170
22,0,42,12,10,2,1,3,545,23,0,181.67
26,1,48,17,3,9,1,1,956,28,0,956
51,0,22,26,7,14,3,3,762,25,0,254
57,1,13,20,7,8,3,1,832,18,0,832
37,0,56,9,4,16,2,1,534,19,0,534
61,1,22,13,9,20,3,12,885,25,0,73.75
18,0,7,9,5,21,3,3,726,8,0,242
60,1,30,13,7,27,2,1,275,17,1,275
26,1,12,6,4,4,1,3,866,27,0,288.67
65,0,18,15,3,23,1,12,188,15,1,15.67
44,0,9,8,3,29,1,1,252,9,1,252
53,0,59,7,1,2,1,12,567,4,0,47.25
60,1,12,7,6,25,2,12,307,9,0,25.58
20,0,52,25,4,7,3,3,834,9,0,278
44,0,32,26,8,5,1,1,145,5,0,145
41,0,29,4,4,23,3,12,911,3,0,75.92
39,0,32,16,8,22,3,12,661,5,1,55.08
19,1,58,21,9,14,3,1,255,11,0,255
44,1,41,24,9,17,3,1,260,17,1,260
33,0,29,13,10,26,2,12,231,7,1,19.25
58,1,25,10,1,5,3,3,394,21,0,131.33
57,1,7,9,0,22,3,1,938,13,0,938
44,0,48,21,4,28,2,1,129,7,1,129
54,1,44,5,8,13,2,1,670,3,1,670
38,0,33,6,2,30,3,12,591,3,0,49.25
56,1,48,24,3,5,1,12,415,17,0,34.58
58,1,15,10,3,1,2,12,654,20,0,54.5
30,1,8,3,6,6,2,3,804,16,0,268
55,0,19,12,3,8,1,1,315,21,0,315
63,1,3,26,0,17,1,3,108,18,0,36
18,1,16,13,0,2,2,12,891,5,0,74.25
58,1,7,24,10,0,1,1,904,23,0,904
36,0,5,30,10,29,1,3,907,19,0,302.33
52,0,48,8,7,14,3,12,201,27,0,16.75
33,1,23,8,3,6,2,12,191,20,0,15.92
46,1,1,26,8,16,1,1,932,23,0,932
24,0,47,8,5,8,1,3,937,11,0,312.33
23,1,48,2,2,12,1,12,778,2,0,64.83
24,0,55,29,4,0,2,3,717,18,0,239
20,0,59,14,10,22,1,12,346,20,1,28.83
44,0,22,22,8,1,1,12,643,25,0,53.58
35,0,4,23,7,25,1,1,756,16,1,756
24,0,48,12,4,23,1,12,229,19,1,19.08
63,1,11,11,3,11,1,12,990,6,0,82.5
64,1,17,25,8,19,3,12,486,27,0,40.5
22,1,26,17,6,3,1,1,701,25,0,701
58,0,5,18,3,15,2,12,415,12,0,34.58
62,1,40,25,8,20,2,1,168,1,1,168
39,1,13,24,1,24,1,3,108,19,0,36
29,0,29,27,6,19,2,3,438,3,1,146
40,0,20,14,6,9,1,3,978,29,0,326
62,0,15,29,7,1,3,3,405,20,0,135
50,1,20,8,7,2,2,1,887,23,0,887
35,1,27,15,10,15,3,12,263,26,0,21.92
62,1,23,7,4,9,3,12,460,12,0,38.33
36,0,23,1,6,25,1,1,872,8,1,872
62,1,16,21,10,18,3,1,916,7,0,916
28,0,5,2,6,15,1,3,198,11,1,66
60,1,55,10,6,27,1,3,165,23,1,55
40,1,7,6,5,26,3,12,709,3,0,59.08
64,1,31,26,5,6,3,3,605,19,0,201.67
40,0,52,13,0,27,2,1,368,29,1,368
31,0,20,22,1,19,2,3,569,19,0,189.67
23,1,48,1,8,2,1,1,573,19,0,573
37,1,35,30,10,1,3,3,966,12,0,322
37,0,24,23,4,16,3,1,248,13,0,248
32,1,39,5,2,12,2,3,175,11,0,58.33
